0,444441
0,223930
0,274829
0,348605
0,400067
0,443688
0,430429
0,452429
0,491199
0,472149
0,495174
0,530948
0,500959
0,481896
0,463660
0,487331
0,517396
0,510385
0,499103
0,475272
0,456991
0,438717
0,459536
0,451707
0,461236
0,471390
0,461491
0,461695
0,478461
0,466080
0,463431
0,467940
0,464672
0,457589
0,467419
0,481900
0,478181
0,482862
0,472078
0,472865
0,484462
0,494448
0,489968
0,480403
0,484881
0,493384
0,495244
0,488606
0,488309
0,488596
0,486944
0,488493
0,493514
0,493153
0,490851
0,482691
0,485832
0,479238
0,486711
0,484345
0,482532
0,479840
0,476519
0,473707
0,475127
0,479444
0,478205
0,484245
0,491624
0,485304
0,481184
0,483189
0,479263
0,474436
0,478002
0,484079
0,482143
0,485344
0,488147
0,491370
0,487072
0,481860
0,486312
0,481884
0,476368
0,476099
0,478499
0,473887
0,470818
0,468799
0,466187
0,466895
0,463584
0,468884
0,473670
0,472222
0,477601
0,482898
0,484323
0,483844
0,479521
0,477651
0,480468
0,477778
0,478970
0,478839
0,480284
0,483499
0,485666
0,484650
0,486920
0,490643
0,487962
0,489797
0,488582
0,485053
0,486127
0,487854
0,484997
0,488176
0,489211
0,485545
0,489527
0,490159
0,487619
0,490637
0,492624
0,491320
0,488095
0,490639
0,490306
0,488845
0,488929
0,487681
0,486385
0,489851
0,491559
0,494828
0,491732
0,491958
0,495241
0,497911
0,496673
0,496722
0,495290
0,495664
0,493063
0,492285
0,494297
0,493542
0,493790
0,493133
0,494528
0,495355
0,495322
0,495324
0,497163
0,496269
0,497107
0,496332
0,497858
0,498555
0,497512
0,498368
0,500474
0,501047
0,503153
0,500903
0,501584
0,499014
0,499738
0,498682
0,499613
0,501372
0,501992
0,504250
0,504954
0,503536
0,505493
0,505055
0,503927
0,502391
0,500243
0,498250
0,499810
0,501362
0,501964
0,503844
0,505740
0,504386
0,506894
0,504672
0,504262
0,502990
0,501598
0,499671
0,497535
0,495312
0,497413
0,497084
0,498770
0,500463
0,499951
0,497515
0,499740
0,498478
0,497296
0,499444
0,501308
0,503396
0,504730
0,503015
0,502446
0,502045
0,502773
0,500740
0,501478
0,502854
0,503683
0,504522
0,505752
0,507381
0,508269
0,508459
0,506454
0,504850
0,505352
0,507176
0,507989
0,506453
0,506512
0,504782
0,504506
0,505687
0,507676
0,509208
0,508981
0,509991
0,509545
0,511553
0,510471
0,509380
0,509831
0,511585
0,512674
0,513255
0,513016
0,513620
0,514108
0,513735
0,513837
0,513922
0,513454
0,511572
0,510332
0,509854
0,508142
0,506771
0,506564
0,507293
0,507967
0,509213
0,508031
0,509420
0,511220
0,512660
0,512391
0,513118
0,512268
0,511876
0,512603
0,514008
0,513576
0,512824
0,513029
0,513824
0,514623
0,513269
0,512401
0,513821
0,513830
0,515221
0,515227
0,514952
0,513458
0,511924
0,511373
0,512014
0,511604
0,512166
0,511084
0,511438
0,511545
0,511656
0,513221
0,514760
0,514810
0,515403
0,514975
0,515954
0,514437
0,515327
0,514685
0,513018
0,512997
0,513795
0,513257
0,514646
0,516204
0,516350
0,515930
0,515183
0,515490
0,513904
0,513715
0,515050
0,515715
0,516632
0,516834
0,515462
0,515293
0,515519
0,516446
0,515908
0,515139
0,514267
0,513828
0,512614
0,512963
0,511960
0,513134
0,514492
0,515651
0,516958
0,518068
0,517075
0,516323
0,516958
0,515934
0,515827
0,516676
0,515526
0,515691
0,516403
0,517012
0,515559
0,516063
0,514783
0,515244
0,515358
0,516107
0,516451
0,515564
0,514900
0,515613
0,514293
0,513825
0,513345
0,513072
0,513157
0,512669
0,513670
0,513821
0,513686
0,513445
0,513368
0,513507
0,514224
0,515132
0,516072
0,516691
0,517357
0,518402
0,518408
0,517309
0,518119
0,517192
0,517560
0,516359
0,516012
0,516774
0,515792
0,515345
0,516548
0,515342
0,515656
0,514374
0,514056
0,514741
0,515536
0,515836
0,517026
0,516254
0,516926
0,516830
0,515781
0,516383
0,516229
0,517435
0,517742
0,518807
0,518235
0,517666
0,518145
0,518212
0,519278
0,519879
0,519694
0,520243
0,519470
0,520417
0,521380
0,521300
0,522186
0,521365
0,520597
0,521602
0,520450
0,519288
0,519345
0,518254
0,517325
0,516219
0,516555
0,516080
0,515830
0,515138
0,514320
0,514302
0,514114
0,513706
0,512812
0,513318
0,513615
0,513614
0,514124
0,514011
0,513090
0,513789
0,512866
0,513427
0,513205
0,512196
0,511516
0,511692
0,511928
0,512324
0,513222
0,512741
0,512439
0,513013
0,512253
0,511519
0,510820
0,510113
0,509658
0,508974
0,509544
0,510350
0,510213
0,510843
0,510805
0,510215
0,509312
0,510136
0,509167
0,509427
0,509952
0,510802
0,510137
0,509160
0,509753
0,508724
0,508815
0,509585
0,509153
0,509093
0,509390
0,509928
0,509321
0,508379
0,507390
0,507781
0,507631
0,507892
0,507826
0,506943
0,506196
0,507035
0,506761
0,505821
0,505278
0,504771
0,504168
0,504856
0,505625
0,505832
0,505162
0,504860
0,504218
0,504453
0,505261
0,505707
0,506624
0,507282
0,507017
0,506352
0,506813
0,505876
0,506475
0,507082
0,507494
0,507769
0,508509
0,509021
0,508047
0,507871
0,508663
0,508148
0,508912
0,507994
0,507456
0,508025
0,507686
0,508606
0,508866
0,509441
0,509168
0,509265
0,508527
0,509260
0,510068
0,510702
0,510578
0,510808
0,511016
0,510093
0,509402
0,508997
0,509091
0,509270
0,509108
0,509530
0,509541
0,508617
0,508294
0,508208
0,507370
0,506488
0,507327
0,507686
0,508253
0,508412
0,509016
0,509445
0,508552
0,508762
0,508535
0,508140
0,508809
0,509560
0,509600
0,510423
0,510291
0,509975
0,509953
0,509120
0,508631
0,509246
0,509418
0,508658
0,508300
0,507551
0,507194
0,507933
0,507424
0,507514
0,507067
0,507444
0,506966
0,506860
0,506974
0,507809
0,507998
0,507418
0,506945
0,507714
0,506984
0,506596
0,506567
0,507272
0,506906
0,506727
0,506795
0,507276
0,507418
0,507098
0,506696
0,507048
0,507493
0,506939
0,506164
0,506752
0,505935
0,506450
0,506899
0,506554
0,507234
0,506797
0,506002
0,505223
0,505564
0,505031
0,504504
0,503900
0,503933
0,504422
0,505060
0,504289
0,504793
0,504898
0,504952
0,505537
0,506240
0,505673
0,506141
0,505448
0,505951
0,506017
0,505927
0,506628
0,506977
0,506604
0,506115
0,506084
0,505648
0,505938
0,506195
0,505772
0,505349
0,505314
0,505362
0,505098
0,504574
0,504130
0,504492
0,504716
0,504352
0,503672
0,504217
0,503509
0,502767
0,502942
0,503095
0,503511
0,503804
0,504357
0,504232
0,503497
0,502796
0,502441
0,502050
0,502055
0,501404
0,502085
0,501836
0,501516
0,502249
0,501599
0,501298
0,501517
0,501160
0,500737
0,500256
0,499672
0,500053
0,499398
0,499683
0,499781
0,499164
0,499897
0,500070
0,500204
0,500902
0,500231
0,499872
0,500299
0,500879
0,501206
0,500554
0,500340
0,500581
0,500180
0,499957
0,500193
0,499878
0,499922
0,499520
0,498956
0,499447
0,499901
0,499887
0,500505
0,500653
0,501180
0,501644
0,501364
0,500866
0,501130
0,501821
0,501693
0,501952
0,501483
0,501044
0,501409
0,501381
0,502021
0,502108
0,502206
0,502074
0,501950
0,502393
0,502088
0,502244
0,502454
0,503075
0,502658
0,502434
0,502852
0,502305
0,501995
0,502434
0,502171
0,502255
0,502924
0,502739
0,502578
0,503084
0,502934
0,502941
0,503081
0,502515
0,502116
0,501866
0,502035
0,501467
0,500985
0,501417
0,502073
0,501545
0,501228
0,501326
0,500802
0,500626
0,500652
0,500388
0,500136
0,500483
0,500335
0,500628
0,500089
0,500419
0,500597
0,500562
0,500449
0,500242
0,499887
0,499436
0,499022
0,498639
0,498426
0,498429
0,498829
0,499363
0,499338
0,499594
0,500155
0,499896
0,500305
0,500681
0,500373
0,500950
0,500969
0,500655
0,500642
0,501054
0,500775
0,500954
0,500865
0,501463
0,500834
0,500720
0,500324
0,500225
0,500258
0,500679
0,500676
0,500234
0,500280
0,499737
0,499358
0,498983
0,499099
0,498843
0,499198
0,499729
0,499429
0,498886
0,498451
0,498278
0,498132
0,498360
0,498214
0,498429
0,498408
0,498779
0,499080
0,499480
0,499209
0,498665
0,498985
